Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
,VIX251217C00022000,Buy,Filled,100,100,@2.36,2.36,GTC,11/07/2025 11:34:28 EST,11/07/2025 13:29:48 EST
VIXW251112P00019000,VIXW251112P00019000,Buy,Cancelled,0,500,@0.020,,DAY,11/07/2025 11:27:55 EST,
VIXW251112P00019000,VIXW251112P00019000,Buy,Cancelled,0,500,@0.020,,DAY,11/07/2025 11:02:31 EST,
VIXW Vertical,,Sell,Cancelled,0,30,@1.46,0.0000000000,DAY,11/06/2025 12:54:29 EST,
,VIXW251112C00018000,Sell,Cancelled,0,30,,0.000,DAY,11/06/2025 12:54:29 EST,
,VIXW251112C00021000,Buy,Cancelled,0,30,,0.000,DAY,11/06/2025 12:54:29 EST,
VIXW251112P00018000,VIXW251112P00018000,Buy,Cancelled,0,50,@0.100,,DAY,11/06/2025 12:52:35 EST,
VIXW251105P00018000,VIXW251105P00018000,Sell,Cancelled,0,5,0.610,,GTC,11/03/2025 11:51:47 EST,
VIXW251105P00018000,VIXW251105P00018000,Sell,Cancelled,0,5,@2.00,,GTC,11/03/2025 11:51:47 EST,
VIXW251105P00018000,VIXW251105P00018000,Buy,Filled,5,5,@0.6100000000,0.6100000000,DAY,10/31/2025 15:11:48 EDT,10/31/2025 15:12:09 EDT
VIXW Vertical,,Buy,Filled,20,20,@0.8400000000,0.8400000000,DAY,10/31/2025 14:40:50 EDT,10/31/2025 14:40:55 EDT
,VIXW251105P00020000,Buy,Filled,20,20,@2.04,2.04,DAY,10/31/2025 14:40:50 EDT,10/31/2025 14:40:55 EDT
,VIXW251105P00019000,Sell,Filled,20,20,@1.20,1.20,DAY,10/31/2025 14:40:50 EDT,10/31/2025 14:40:55 EDT
VIXW Vertical,,Sell,Filled,19,19,@0.7600000000,0.7600000000,DAY,10/31/2025 14:05:47 EDT,10/31/2025 14:06:47 EDT
,VIXW251105P00020000,Sell,Filled,19,19,@1.90,1.90,DAY,10/31/2025 14:05:47 EDT,10/31/2025 14:06:47 EDT
,VIXW251105P00019000,Buy,Filled,19,19,@1.14,1.14,DAY,10/31/2025 14:05:47 EDT,10/31/2025 14:06:47 EDT
VIXW Vertical,,Sell,Filled,1,1,@0.7700000000,0.7700000000,DAY,10/31/2025 14:04:27 EDT,10/31/2025 14:05:22 EDT
,VIXW251105P00020000,Sell,Filled,1,1,@1.89,1.89,DAY,10/31/2025 14:04:27 EDT,10/31/2025 14:05:22 EDT
,VIXW251105P00019000,Buy,Filled,1,1,@1.12,1.12,DAY,10/31/2025 14:04:27 EDT,10/31/2025 14:05:22 EDT
SPXW Vertical,,Sell,Filled,7,7,@0.6500000000,0.6500000000,DAY,10/24/2025 15:01:49 EDT,10/24/2025 15:19:44 EDT
,SPXW251027P06760000,Sell,Filled,7,7,@9.05,9.05,DAY,10/24/2025 15:01:49 EDT,10/24/2025 15:19:44 EDT
,SPXW251027P06755000,Buy,Filled,7,7,@8.40,8.40,DAY,10/24/2025 15:01:49 EDT,10/24/2025 15:19:44 EDT
SPXW Vertical,,Sell,Cancelled,0,7,@0.650,0.0000000000,DAY,10/24/2025 15:01:11 EDT,
,SPXW251027P06760000,Sell,Cancelled,0,7,,0.000,DAY,10/24/2025 15:01:11 EDT,
,SPXW251027P06755000,Buy,Cancelled,0,7,,0.000,DAY,10/24/2025 15:01:11 EDT,
SPXW Vertical,,Buy,Filled,7,7,@0.7000000000,0.7000000000,DAY,10/24/2025 12:11:17 EDT,10/24/2025 12:12:33 EDT
,SPXW251027P06760000,Buy,Filled,7,7,@8.60,8.60,DAY,10/24/2025 12:11:17 EDT,10/24/2025 12:12:33 EDT
,SPXW251027P06755000,Sell,Filled,7,7,@7.90,7.90,DAY,10/24/2025 12:11:17 EDT,10/24/2025 12:12:33 EDT
SPXW IronCondor,,Buy,Filled,1,1,@36.2000000000,36.2000000000,DAY,10/24/2025 11:37:18 EDT,10/24/2025 11:37:19 EDT
,SPXW251024C06795000,Sell,Filled,1,1,@14.96,14.96,DAY,10/24/2025 11:37:18 EDT,10/24/2025 11:37:19 EDT
,SPXW251024C06755000,Buy,Filled,1,1,@50.84,50.84,DAY,10/24/2025 11:37:18 EDT,10/24/2025 11:37:19 EDT
,SPXW251024P06715000,Buy,Filled,1,1,@1.02,1.02,DAY,10/24/2025 11:37:18 EDT,10/24/2025 11:37:19 EDT
,SPXW251024P06675000,Sell,Filled,1,1,@0.700,0.700,DAY,10/24/2025 11:37:18 EDT,10/24/2025 11:37:19 EDT
SPXW IronCondor,,Sell,Filled,6,6,@4.4500000000,4.4500000000,DAY,10/23/2025 14:33:09 EDT,10/23/2025 14:34:09 EDT
,SPXW251024C06780000,Buy,Filled,6,6,@6.50,6.50,DAY,10/23/2025 14:33:09 EDT,10/23/2025 14:34:09 EDT
,SPXW251024C06775000,Sell,Filled,6,6,@8.09,8.09,DAY,10/23/2025 14:33:09 EDT,10/23/2025 14:34:09 EDT
,SPXW251024P06770000,Sell,Filled,6,6,@30.37,30.37,DAY,10/23/2025 14:33:09 EDT,10/23/2025 14:34:09 EDT
,SPXW251024P06765000,Buy,Filled,6,6,@27.51,27.51,DAY,10/23/2025 14:33:09 EDT,10/23/2025 14:34:09 EDT
SPXW Vertical,,Buy,Filled,5,5,@4.6500000000,4.6500000000,DAY,10/23/2025 12:55:31 EDT,10/23/2025 13:08:01 EDT
,SPXW251024C06640000,Buy,Filled,5,5,@99.61,99.61,DAY,10/23/2025 12:55:31 EDT,10/23/2025 13:08:01 EDT
,SPXW251024C06645000,Sell,Filled,5,5,@94.96,94.96,DAY,10/23/2025 12:55:31 EDT,10/23/2025 13:08:01 EDT
SPXW Vertical,,Sell,Filled,10,10,@4.4000000000,4.4000000000,DAY,10/23/2025 12:55:02 EDT,10/23/2025 12:55:46 EDT
,SPXW251024C06675000,Sell,Filled,10,10,@70.71,70.71,DAY,10/23/2025 12:55:02 EDT,10/23/2025 12:55:46 EDT
,SPXW251024C06680000,Buy,Filled,10,10,@66.31,66.31,DAY,10/23/2025 12:55:02 EDT,10/23/2025 12:55:46 EDT
SPXW Vertical,,Sell,Filled,5,5,@3.4800000000,3.4800000000,DAY,10/22/2025 14:38:41 EDT,10/22/2025 14:38:41 EDT
,SPXW251024C06640000,Sell,Filled,5,5,@65.08,65.08,DAY,10/22/2025 14:38:41 EDT,10/22/2025 14:38:41 EDT
,SPXW251024C06645000,Buy,Filled,5,5,@61.60,61.60,DAY,10/22/2025 14:38:41 EDT,10/22/2025 14:38:41 EDT
SPXW IronCondor,,Sell,Filled,1,1,@21.9500000000,21.9500000000,DAY,10/22/2025 11:55:29 EDT,10/22/2025 11:55:30 EDT
,SPXW251024C06795000,Buy,Filled,1,1,@4.00,4.00,DAY,10/22/2025 11:55:29 EDT,10/22/2025 11:55:30 EDT
,SPXW251024C06755000,Sell,Filled,1,1,@14.40,14.40,DAY,10/22/2025 11:55:29 EDT,10/22/2025 11:55:30 EDT
,SPXW251024P06715000,Sell,Filled,1,1,@27.50,27.50,DAY,10/22/2025 11:55:29 EDT,10/22/2025 11:55:30 EDT
,SPXW251024P06675000,Buy,Filled,1,1,@15.95,15.95,DAY,10/22/2025 11:55:29 EDT,10/22/2025 11:55:30 EDT
SPXW Vertical,,Sell,Filled,50,50,@0.9000000000,0.9000000000,DAY,10/22/2025 11:03:19 EDT,10/22/2025 11:04:04 EDT
,SPXW251024P06670000,Sell,Filled,50,50,@14.10,14.10,DAY,10/22/2025 11:03:19 EDT,10/22/2025 11:04:04 EDT
,SPXW251024P06665000,Buy,Filled,50,50,@13.20,13.20,DAY,10/22/2025 11:03:19 EDT,10/22/2025 11:04:04 EDT
SPXW Vertical,,Buy,Filled,50,50,@0.9500000000,0.9500000000,DAY,10/22/2025 11:02:58 EDT,10/22/2025 11:02:58 EDT
,SPXW251024P06670000,Buy,Filled,50,50,@14.23,14.23,DAY,10/22/2025 11:02:58 EDT,10/22/2025 11:02:58 EDT
,SPXW251024P06665000,Sell,Filled,50,50,@13.28,13.28,DAY,10/22/2025 11:02:58 EDT,10/22/2025 11:02:58 EDT
SPY251024C00670000,SPY251024C00670000,Sell,Filled,1,1,@3.6900000000,3.6900000000,DAY,10/22/2025 10:25:21 EDT,10/22/2025 10:25:21 EDT
SPXW IronCondor,,Buy,Cancelled,0,20,@4.75,0.0000000000,GTC,10/21/2025 14:33:13 EDT,
,SPXW251024C06745000,Sell,Cancelled,0,20,,0.000,GTC,10/21/2025 14:33:13 EDT,
,SPXW251024C06740000,Buy,Cancelled,0,20,,0.000,GTC,10/21/2025 14:33:13 EDT,
,SPXW251024P06735000,Buy,Cancelled,0,20,,0.000,GTC,10/21/2025 14:33:13 EDT,
,SPXW251024P06730000,Sell,Cancelled,0,20,,0.000,GTC,10/21/2025 14:33:13 EDT,
SPXW IronCondor,,Sell,Filled,20,20,@4.7000000000,4.7000000000,DAY,10/21/2025 14:32:14 EDT,10/21/2025 14:32:45 EDT
,SPXW251024C06745000,Buy,Filled,20,20,@32.39,32.39,DAY,10/21/2025 14:32:14 EDT,10/21/2025 14:32:45 EDT
,SPXW251024C06740000,Sell,Filled,20,20,@35.42,35.42,DAY,10/21/2025 14:32:14 EDT,10/21/2025 14:32:45 EDT
,SPXW251024P06735000,Sell,Filled,20,20,@25.56,25.56,DAY,10/21/2025 14:32:14 EDT,10/21/2025 14:32:45 EDT
,SPXW251024P06730000,Buy,Filled,20,20,@23.89,23.89,DAY,10/21/2025 14:32:14 EDT,10/21/2025 14:32:45 EDT
SOFI251121P00039000,SOFI251121P00039000,Buy,Filled,5,5,@10.7500000000,10.7500000000,DAY,10/20/2025 15:18:42 EDT,10/20/2025 15:18:42 EDT
SPY251024P00654000,SPY251024P00654000,Sell,Filled,1,1,@0.8000000000,0.8000000000,DAY,10/20/2025 13:38:02 EDT,10/20/2025 13:38:07 EDT
SOFI Vertical,,Buy,Filled,100,100,@1.6600000000,1.6600000000,DAY,10/20/2025 11:15:08 EDT,10/20/2025 15:17:41 EDT
,SOFI251121P00028000,Buy,Filled,100,100,@2.34,2.34,DAY,10/20/2025 11:15:08 EDT,10/20/2025 15:17:41 EDT
,SOFI251121P00023000,Sell,Filled,100,100,@0.680,0.680,DAY,10/20/2025 11:15:08 EDT,10/20/2025 15:17:41 EDT
VIX251022P00018500,VIX251022P00018500,Sell,Filled,10,10,@0.3400000000,0.3400000000,DAY,10/20/2025 11:13:46 EDT,10/20/2025 11:13:57 EDT
SPY251024P00654000,SPY251024P00654000,Buy,Filled,1,1,@3.4100000000,3.4100000000,DAY,10/17/2025 14:47:31 EDT,10/17/2025 14:47:53 EDT
SPY251024C00670000,SPY251024C00670000,Buy,Filled,1,1,@3.7800000000,3.7800000000,DAY,10/17/2025 14:46:43 EDT,10/17/2025 14:46:43 EDT
SPXW IronCondor,,Buy,Cancelled,0,5,@9.00,0.0000000000,GTC,10/16/2025 14:59:49 EDT,
,SPXW251024C06685000,Sell,Cancelled,0,5,,0.000,GTC,10/16/2025 14:59:49 EDT,
,SPXW251024C06665000,Buy,Cancelled,0,5,,0.000,GTC,10/16/2025 14:59:49 EDT,
,SPXW251024P06645000,Buy,Cancelled,0,5,,0.000,GTC,10/16/2025 14:59:49 EDT,
,SPXW251024P06625000,Sell,Cancelled,0,5,,0.000,GTC,10/16/2025 14:59:49 EDT,
SPXW IronCondor,,Sell,Filled,5,5,@18.2000000000,18.2000000000,DAY,10/16/2025 14:59:01 EDT,10/16/2025 14:59:20 EDT
,SPXW251024C06685000,Buy,Filled,5,5,@49.40,49.40,DAY,10/16/2025 14:59:01 EDT,10/16/2025 14:59:20 EDT
,SPXW251024C06665000,Sell,Filled,5,5,@59.80,59.80,DAY,10/16/2025 14:59:01 EDT,10/16/2025 14:59:20 EDT
,SPXW251024P06645000,Sell,Filled,5,5,@82.75,82.75,DAY,10/16/2025 14:59:01 EDT,10/16/2025 14:59:20 EDT
,SPXW251024P06625000,Buy,Filled,5,5,@74.95,74.95,DAY,10/16/2025 14:59:01 EDT,10/16/2025 14:59:20 EDT
SOFI Vertical,,Sell,Cancelled,0,50,@2.27,0.0000000000,DAY,10/16/2025 14:56:12 EDT,
,SOFI251121P00028000,Sell,Cancelled,0,50,,0.000,DAY,10/16/2025 14:56:12 EDT,
,SOFI251121P00023000,Buy,Cancelled,0,50,,0.000,DAY,10/16/2025 14:56:12 EDT,
VIX251022P00018500,VIX251022P00018500,Buy,Filled,10,10,@0.6800000000,0.6800000000,DAY,10/14/2025 12:37:54 EDT,10/14/2025 12:38:12 EDT
VIXW251015P00019000,VIXW251015P00019000,Sell,Filled,10,10,@0.6300000000,0.6300000000,DAY,10/13/2025 13:22:11 EDT,10/13/2025 13:22:26 EDT
SOFI Vertical,,Buy,Cancelled,0,100,@1.50,0.0000000000,GTC,10/13/2025 02:30:27 EDT,
,SOFI251121P00028000,Buy,Cancelled,0,100,,0.000,GTC,10/13/2025 02:30:27 EDT,
,SOFI251121P00023000,Sell,Cancelled,0,100,,0.000,GTC,10/13/2025 02:30:27 EDT,
VIXW251015P00019000,VIXW251015P00019000,Buy,Filled,10,10,@0.6500000000,0.6500000000,DAY,10/10/2025 14:53:51 EDT,10/10/2025 15:35:17 EDT
VIXW251015P00018000,VIXW251015P00018000,Sell,Filled,10,10,@0.3900000000,0.3900000000,DAY,10/10/2025 13:18:06 EDT,10/10/2025 13:18:27 EDT
SOFI251121P00039000,SOFI251121P00039000,Buy,Cancelled,0,5,@11.65,,DAY,10/10/2025 13:10:42 EDT,
VIXW251015P00018000,VIXW251015P00018000,Sell,Cancelled,0,10,@0.450,,DAY,10/10/2025 11:47:44 EDT,
VIXW251015P00018000,VIXW251015P00018000,Buy,Filled,10,10,@0.5400000000,0.5400000000,DAY,10/10/2025 11:44:24 EDT,10/10/2025 11:45:07 EDT
VIX Vertical,,Buy,Filled,1,1,@0.2500000000,0.2500000000,DAY,10/08/2025 11:36:07 EDT,10/08/2025 12:24:22 EDT
,VIX251022P00016000,Buy,Filled,1,1,@0.270,0.270,DAY,10/08/2025 11:36:07 EDT,10/08/2025 12:24:22 EDT
,VIX251022P00014000,Sell,Filled,1,1,@0.020,0.020,DAY,10/08/2025 11:36:07 EDT,10/08/2025 12:24:22 EDT
SOFI251121P00039000,SOFI251121P00039000,Buy,Cancelled,0,5,@5.00,,GTC,10/07/2025 22:29:18 EDT,
SOFI Vertical,,Buy,Cancelled,0,100,@1.00,0.0000000000,GTC,10/07/2025 22:28:41 EDT,
,SOFI251121P00028000,Buy,Cancelled,0,100,,0.000,GTC,10/07/2025 22:28:41 EDT,
,SOFI251121P00023000,Sell,Cancelled,0,100,,0.000,GTC,10/07/2025 22:28:41 EDT,
VIX Vertical,,Buy,Filled,1,1,@0.0800000000,0.0800000000,GTC,10/07/2025 15:14:49 EDT,10/10/2025 11:02:15 EDT
,VIX251022P00016000,Buy,Filled,1,1,@0.160,0.160,GTC,10/07/2025 15:14:49 EDT,10/10/2025 11:02:15 EDT
,VIX251022P00015500,Sell,Filled,1,1,@0.080,0.080,GTC,10/07/2025 15:14:49 EDT,10/10/2025 11:02:15 EDT
VIX Vertical,,Buy,Cancelled,0,1,@0.200,0.0000000000,DAY,10/07/2025 15:14:29 EDT,
,VIX251022P00016000,Buy,Cancelled,0,1,,0.000,DAY,10/07/2025 15:14:29 EDT,
,VIX251022P00014000,Sell,Cancelled,0,1,,0.000,DAY,10/07/2025 15:14:29 EDT,
SOFI Vertical,,Sell,Filled,100,100,@2.0600000000,2.0600000000,DAY,10/07/2025 13:36:33 EDT,10/07/2025 13:36:33 EDT
,SOFI251121P00028000,Sell,Filled,100,100,@3.07,3.07,DAY,10/07/2025 13:36:33 EDT,10/07/2025 13:36:33 EDT
,SOFI251121P00023000,Buy,Filled,100,100,@1.01,1.01,DAY,10/07/2025 13:36:33 EDT,10/07/2025 13:36:33 EDT
VIXW251001P00016000,VIXW251001P00016000,Sell,Filled,27,27,@0.2700000000,0.2700000000,DAY,09/29/2025 11:50:40 EDT,09/29/2025 11:50:40 EDT
SOFI251121P00039000,SOFI251121P00039000,Buy,Filled,20,20,@10.5000000000,10.5000000000,DAY,09/24/2025 11:09:06 EDT,09/24/2025 11:12:30 EDT
SOFI251121P00039000,SOFI251121P00039000,Sell,Filled,25,25,@10.5500000000,10.5500000000,DAY,09/24/2025 11:02:43 EDT,09/24/2025 11:02:43 EDT
VIXW251001P00016000,VIXW251001P00016000,Buy,Filled,27,27,@0.2000000000,0.2000000000,DAY,09/23/2025 10:33:37 EDT,09/23/2025 10:51:34 EDT
VIXW250924P00015000,VIXW250924P00015000,Sell,Cancelled,0,100,@0.020,,DAY,09/23/2025 10:23:01 EDT,
VIXW250924P00016000,VIXW250924P00016000,Buy,Cancelled,0,30,@0.150,,DAY,09/22/2025 15:32:55 EDT,
VIXW250924P00015000,VIXW250924P00015000,Buy,Filled,100,100,@0.0400000000,0.0400000000,DAY,09/22/2025 11:52:16 EDT,09/22/2025 11:52:16 EDT
VIX Vertical,,Sell,Filled,1,1,@0.5000000000,0.5000000000,DAY,09/09/2025 12:35:14 EDT,09/09/2025 13:02:19 EDT
,VIX251022P00016000,Sell,Filled,1,1,@0.560,0.560,DAY,09/09/2025 12:35:14 EDT,09/09/2025 13:02:19 EDT
,VIX251022P00014000,Buy,Filled,1,1,@0.060,0.060,DAY,09/09/2025 12:35:14 EDT,09/09/2025 13:02:19 EDT
VIX Vertical,,Sell,Filled,1,1,@0.1800000000,0.1800000000,DAY,09/09/2025 12:34:51 EDT,09/09/2025 13:02:38 EDT
,VIX251022P00016000,Sell,Filled,1,1,@0.560,0.560,DAY,09/09/2025 12:34:51 EDT,09/09/2025 13:02:38 EDT
,VIX251022P00015500,Buy,Filled,1,1,@0.380,0.380,DAY,09/09/2025 12:34:51 EDT,09/09/2025 13:02:38 EDT
VIX Vertical,,Sell,Filled,750,750,@0.4500000000,0.4500000000,DAY,08/28/2025 15:38:12 EDT,08/28/2025 16:13:49 EDT
,VIX251022P00017000,Sell,Filled,750,750,@1.00,1.00,DAY,08/28/2025 15:38:12 EDT,08/28/2025 16:13:49 EDT
,VIX251022P00016000,Buy,Filled,750,750,@0.550,0.550,DAY,08/28/2025 15:38:12 EDT,08/28/2025 16:13:49 EDT
VIX Vertical,,Sell,Cancelled,0,750,@0.480,0.0000000000,DAY,08/28/2025 15:36:35 EDT,
,VIX251022P00017000,Sell,Cancelled,0,750,,0.000,DAY,08/28/2025 15:36:35 EDT,
,VIX251022P00016000,Buy,Cancelled,0,750,,0.000,DAY,08/28/2025 15:36:35 EDT,
VIX Vertical,,Buy,Filled,750,750,@0.4800000000,0.4800000000,DAY,08/28/2025 15:36:15 EDT,08/28/2025 15:36:15 EDT
,VIX251022P00017000,Buy,Filled,750,750,@1.03,1.03,DAY,08/28/2025 15:36:15 EDT,08/28/2025 15:36:15 EDT
,VIX251022P00016000,Sell,Filled,750,750,@0.550,0.550,DAY,08/28/2025 15:36:15 EDT,08/28/2025 15:36:15 EDT
DJT250829P00019000,DJT250829P00019000,Sell,Filled,37,37,@1.3800000000,1.3800000000,DAY,08/22/2025 11:03:24 EDT,08/22/2025 11:03:27 EDT
DJT Vertical,,Buy,Filled,3,3,@4.9000000000,4.9000000000,GTC,08/21/2025 06:40:25 EDT,08/22/2025 11:02:47 EDT
,DJT250829P00024000,Buy,Filled,3,3,@6.29,6.29,GTC,08/21/2025 06:40:25 EDT,08/22/2025 11:02:47 EDT
,DJT250829P00019000,Sell,Filled,3,3,@1.39,1.39,GTC,08/21/2025 06:40:25 EDT,08/22/2025 11:02:47 EDT
VIX250820P00015000,VIX250820P00015000,Sell,Filled,50,50,@0.0500000000,0.0500000000,DAY,08/19/2025 11:17:56 EDT,08/19/2025 12:10:05 EDT
VIX250820P00015000,VIX250820P00015000,Sell,Cancelled,0,50,@0.600,,DAY,08/19/2025 11:17:56 EDT,
VIX250820P00015000,VIX250820P00015000,Sell,Cancelled,0,50,@0.110,,DAY,08/19/2025 10:59:55 EDT,
VIX250820P00015000,VIX250820P00015000,Buy,Filled,50,50,@0.1100000000,0.1100000000,DAY,08/18/2025 11:00:49 EDT,08/18/2025 11:00:49 EDT
VIX250820P00014500,VIX250820P00014500,Sell,Filled,100,100,@0.0400000000,0.0400000000,GTC,08/18/2025 01:55:33 EDT,08/19/2025 10:06:22 EDT
VIX250820P00014500,VIX250820P00014500,Buy,Filled,100,100,@0.0500000000,0.0500000000,DAY,08/15/2025 13:59:39 EDT,08/15/2025 13:59:39 EDT
VIX Vertical,,Buy,Filled,10,10,@0.1300000000,0.1300000000,DAY,08/08/2025 16:05:06 EDT,08/08/2025 16:06:10 EDT
,VIX250820C00018000,Buy,Filled,10,10,@0.680,0.680,DAY,08/08/2025 16:05:06 EDT,08/08/2025 16:06:10 EDT
,VIX250820C00019000,Sell,Filled,10,10,@0.550,0.550,DAY,08/08/2025 16:05:06 EDT,08/08/2025 16:06:10 EDT
CHYM250815C00035000,CHYM250815C00035000,Buy,Filled,8,8,@1.3800000000,1.3800000000,DAY,08/07/2025 13:25:26 EDT,08/07/2025 13:53:39 EDT
CHYM250815C00037500,CHYM250815C00037500,Buy,Cancelled,0,10,@1.00,,DAY,08/05/2025 12:09:13 EDT,
VIXW250806P00018000,VIXW250806P00018000,Sell,Filled,10,10,@0.5200000000,0.5200000000,DAY,08/04/2025 13:19:49 EDT,08/04/2025 13:19:49 EDT
VIXW250806P00018000,VIXW250806P00018000,Sell,Cancelled,0,10,@0.270,,DAY,08/01/2025 12:57:50 EDT,
VIXW250806P00018000,VIXW250806P00018000,Buy,Filled,10,10,@0.4300000000,0.4300000000,DAY,08/01/2025 10:18:57 EDT,08/01/2025 10:18:57 EDT
RDDT Vertical,,Buy,Filled,7,7,@3.1500000000,3.1500000000,DAY,08/01/2025 10:15:06 EDT,08/01/2025 10:15:06 EDT
,RDDT250808C00180000,Buy,Filled,7,7,@11.43,11.43,DAY,08/01/2025 10:15:06 EDT,08/01/2025 10:15:06 EDT
,RDDT250808C00185000,Sell,Filled,7,7,@8.28,8.28,DAY,08/01/2025 10:15:06 EDT,08/01/2025 10:15:06 EDT
VIX Vertical,,Buy,Filled,50,50,@0.9500000000,0.9500000000,DAY,08/01/2025 10:04:36 EDT,08/01/2025 10:05:07 EDT
,VIX250820P00018000,Buy,Filled,50,50,@1.01,1.01,DAY,08/01/2025 10:04:36 EDT,08/01/2025 10:05:07 EDT
,VIX250820P00014500,Sell,Filled,50,50,@0.060,0.060,DAY,08/01/2025 10:04:36 EDT,08/01/2025 10:05:07 EDT
RDDT Vertical,,Buy,Filled,100,100,@0.0300000000,0.0300000000,GTC,08/01/2025 04:48:24 EDT,08/01/2025 09:38:04 EDT
,RDDT250808P00145000,Buy,Filled,100,100,@0.160,0.160,GTC,08/01/2025 04:48:24 EDT,08/01/2025 09:38:04 EDT
,RDDT250808P00144000,Sell,Filled,100,100,@0.130,0.130,GTC,08/01/2025 04:48:24 EDT,08/01/2025 09:38:04 EDT
RDDT Vertical,,Buy,Filled,10,10,@0.2000000000,0.2000000000,GTC,08/01/2025 04:47:57 EDT,08/01/2025 09:35:49 EDT
,RDDT250808P00140000,Buy,Filled,10,10,@0.470,0.470,GTC,08/01/2025 04:47:57 EDT,08/01/2025 09:35:49 EDT
,RDDT250808P00135000,Sell,Filled,10,10,@0.270,0.270,GTC,08/01/2025 04:47:57 EDT,08/01/2025 09:35:49 EDT
RDDT Vertical,,Buy,Filled,8,8,@3.1000000000,3.1000000000,GTC,07/31/2025 18:56:10 EDT,08/01/2025 10:12:13 EDT
,RDDT250808C00180000,Buy,Filled,8,8,@10.91,10.91,GTC,07/31/2025 18:56:10 EDT,08/01/2025 10:12:13 EDT
,RDDT250808C00185000,Sell,Filled,8,8,@7.81,7.81,GTC,07/31/2025 18:56:10 EDT,08/01/2025 10:12:13 EDT
RDDT Vertical,,Buy,Filled,15,15,@1.3800000000,1.3800000000,DAY,07/31/2025 14:11:05 EDT,07/31/2025 14:11:30 EDT
,RDDT250808P00140000,Buy,Filled,15,15,@4.93,4.93,DAY,07/31/2025 14:11:05 EDT,07/31/2025 14:11:30 EDT
,RDDT250808P00135000,Sell,Filled,15,15,@3.55,3.55,DAY,07/31/2025 14:11:05 EDT,07/31/2025 14:11:30 EDT
VIXW250806P00017000,VIXW250806P00017000,Buy,Cancelled,0,200,@0.100,,GTC,07/31/2025 13:54:34 EDT,
RDDT Vertical,,Sell,Filled,25,25,@1.3000000000,1.3000000000,DAY,07/31/2025 13:19:02 EDT,07/31/2025 13:19:26 EDT
,RDDT250808P00140000,Sell,Filled,25,25,@4.57,4.57,DAY,07/31/2025 13:19:02 EDT,07/31/2025 13:19:26 EDT
,RDDT250808P00135000,Buy,Filled,25,25,@3.27,3.27,DAY,07/31/2025 13:19:02 EDT,07/31/2025 13:19:26 EDT
RDDT Vertical,,Buy,Cancelled,0,100,@0.300,0.0000000000,DAY,07/31/2025 13:17:31 EDT,
,RDDT250808P00145000,Buy,Cancelled,0,100,,0.000,DAY,07/31/2025 13:17:31 EDT,
,RDDT250808P00144000,Sell,Cancelled,0,100,,0.000,DAY,07/31/2025 13:17:31 EDT,
VIXW250806P00016000,VIXW250806P00016000,Sell,Cancelled,0,10,@1.50,,GTC,07/31/2025 12:47:58 EDT,
RDDT Vertical,,Sell,Filled,15,15,@1.0100000000,1.0100000000,DAY,07/31/2025 12:12:24 EDT,07/31/2025 12:13:10 EDT
,RDDT250808C00180000,Sell,Filled,15,15,@5.20,5.20,DAY,07/31/2025 12:12:24 EDT,07/31/2025 12:13:10 EDT
,RDDT250808C00185000,Buy,Filled,15,15,@4.19,4.19,DAY,07/31/2025 12:12:24 EDT,07/31/2025 12:13:10 EDT
RDDT Vertical,,Sell,Cancelled,0,100,@0.270,0.0000000000,DAY,07/31/2025 12:08:38 EDT,
,RDDT250801P00136000,Sell,Cancelled,0,100,,0.000,DAY,07/31/2025 12:08:38 EDT,
,RDDT250801P00135000,Buy,Cancelled,0,100,,0.000,DAY,07/31/2025 12:08:38 EDT,
RDDT Vertical,,Sell,Cancelled,0,100,@0.400,0.0000000000,DAY,07/31/2025 12:06:54 EDT,
,RDDT250801P00146000,Sell,Cancelled,0,100,,0.000,DAY,07/31/2025 12:06:54 EDT,
,RDDT250801P00145000,Buy,Cancelled,0,100,,0.000,DAY,07/31/2025 12:06:54 EDT,
RDDT Vertical,,Sell,Cancelled,0,20,@1.08,0.0000000000,DAY,07/31/2025 12:05:18 EDT,
,RDDT250801P00147000,Sell,Cancelled,0,20,,0.000,DAY,07/31/2025 12:05:18 EDT,
,RDDT250801P00145000,Buy,Cancelled,0,20,,0.000,DAY,07/31/2025 12:05:18 EDT,
RDDT Vertical,,Sell,Filled,100,100,@0.3000000000,0.3000000000,DAY,07/31/2025 12:02:28 EDT,07/31/2025 12:02:28 EDT
,RDDT250808P00145000,Sell,Filled,100,100,@5.66,5.66,DAY,07/31/2025 12:02:28 EDT,07/31/2025 12:02:28 EDT
,RDDT250808P00144000,Buy,Filled,100,100,@5.36,5.36,DAY,07/31/2025 12:02:28 EDT,07/31/2025 12:02:28 EDT
VIXW250806P00016000,VIXW250806P00016000,Buy,Cancelled,10,20,@0.5200000000,0.5200000000,DAY,07/31/2025 11:55:06 EDT,07/31/2025 12:27:37 EDT
VIXW250806P00015000,VIXW250806P00015000,Buy,Cancelled,0,100,@0.100,,DAY,07/31/2025 11:54:17 EDT,
VIXW Vertical,,Sell,Cancelled,0,100,@0.340,0.0000000000,DAY,07/31/2025 10:44:55 EDT,
,VIXW250827P00016000,Sell,Cancelled,0,100,,0.000,DAY,07/31/2025 10:44:55 EDT,
